is_canceled,lead_time,arrival_date_month,meal,market_segment,distribution_channel,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,length_stay,number_guest,change_room_type
1,4,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,58.0,0,3,1,1.0,0
0,13,October,BB,Direct,Direct,A,A,0,No Deposit,0,Transient,58.0,0,0,1,1.0,0
1,4,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,58.0,0,3,1,1.0,0
1,4,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,58.0,0,3,1,1.0,0
1,4,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,58.0,0,3,1,1.0,0
0,33,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,66.3,1,2,2,2.0,0
0,13,October,FB,Complementary,Direct,F,F,0,No Deposit,0,Transient,0.0,0,2,2,2.0,0
0,21,October,BB,Direct,Direct,A,A,1,No Deposit,0,Transient,47.0,0,1,2,1.0,0
0,0,October,BB,Complementary,Direct,A,C,1,No Deposit,0,Transient,0.0,0,0,1,3.0,1
0,2,October,BB,Direct,Direct,A,A,0,No Deposit,0,Transient,67.0,0,1,1,2.0,0
0,6,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,49.01,0,0,1,2.0,0
0,78,October,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,64.29,1,0,4,2.0,0
0,21,October,BB,Direct,Direct,A,A,1,No Deposit,0,Transient,47.0,0,1,2,1.0,0
0,175,October,BB,Offline TA/TO,TA/TO,A,E,0,No Deposit,0,Transient,41.6,1,0,7,2.0,1
0,158,October,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Transient-Party,55.43,0,1,7,2.0,0
0,11,October,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,48.74,0,0,7,2.0,0
0,158,October,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Transient-Party,55.43,0,1,7,2.0,0
1,16,October,BB,Direct,Direct,A,A,0,No Deposit,0,Transient,68.86,0,1,7,2.0,0
0,174,October,HB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Transient-Party,67.0,0,1,7,1.0,0
0,174,October,HB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Transient-Party,68.43,0,1,7,1.0,0
1,21,October,BB,Direct,Direct,A,A,0,No Deposit,0,Transient,47.0,0,1,1,1.0,0
0,13,October,BB,Offline TA/TO,Direct,A,G,0,No Deposit,0,Transient,40.0,0,0,1,1.0,1
0,3,October,BB,Online TA,TA/TO,A,F,0,No Deposit,0,Transient,67.0,0,1,1,2.0,1
0,3,October,BB,Online TA,TA/TO,A,D,0,No Deposit,0,Transient,67.0,1,1,1,2.0,1
1,22,October,BB,Direct,Direct,A,A,2,No Deposit,0,Transient,47.0,0,1,1,1.0,0
0,3,October,BB,Direct,Direct,F,F,0,No Deposit,0,Transient,87.0,1,1,1,2.0,0
0,33,October,BB,Corporate,Corporate,A,A,3,No Deposit,0,Transient-Party,67.5,0,0,3,3.0,0
0,3,October,BB,Direct,Direct,D,D,0,No Deposit,0,Transient,73.67,0,0,3,2.0,0
0,44,October,BB,Corporate,Corporate,A,A,0,No Deposit,0,Contract,50.0,0,0,3,2.0,0
0,77,October,BB,Direct,Direct,A,A,1,No Deposit,0,Contract,50.0,0,1,3,2.0,0
0,10,October,BB,Online TA,TA/TO,D,E,0,No Deposit,0,Transient,73.66,0,2,3,2.0,1
0,44,October,BB,Corporate,Corporate,A,A,1,No Deposit,0,Contract,50.0,0,0,3,2.0,0
0,76,October,BB,Direct,Direct,A,A,0,No Deposit,0,Contract,56.0,1,1,3,2.0,0
0,71,October,BB,Direct,Direct,A,A,0,No Deposit,0,Contract,48.0,1,1,3,1.0,0
0,9,October,BB,Corporate,Corporate,A,D,2,No Deposit,0,Contract,45.0,0,0,3,2.0,1
0,33,October,BB,Corporate,Corporate,A,A,2,No Deposit,0,Transient-Party,50.0,0,0,3,2.0,0
0,3,October,BB,Direct,Direct,A,D,0,No Deposit,0,Transient,67.0,0,0,3,2.0,1
0,77,October,BB,Direct,Direct,A,A,1,No Deposit,0,Contract,71.0,1,2,3,3.0,0
0,59,October,BB,Corporate,Corporate,A,A,0,No Deposit,50,Contract,45.0,0,0,3,2.0,0
0,77,October,BB,Direct,Direct,A,A,0,No Deposit,0,Contract,50.0,0,0,3,2.0,0
1,77,October,BB,Direct,Direct,C,C,0,No Deposit,0,Transient,66.0,0,2,3,4.0,0
0,3,October,BB,Corporate,Corporate,A,D,0,No Deposit,0,Contract,45.0,0,0,3,2.0,1
0,71,October,BB,Direct,Direct,A,A,0,No Deposit,0,Contract,71.0,1,2,3,3.0,0
0,29,October,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,85.0,1,1,4,2.0,0
0,10,October,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient-Party,41.37,0,1,7,1.0,0
1,330,October,HB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,0.0,0,0,7,1.0,0
0,22,October,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,53.37,0,1,7,2.0,0
0,132,October,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Contract,44.5,0,0,4,2.0,0
0,10,October,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient-Party,48.57,0,1,7,2.0,0
0,94,October,BB,Direct,Direct,F,F,0,No Deposit,0,Transient,77.43,0,0,7,2.0,0
1,94,October,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,123.56,0,1,9,2.0,0
0,128,October,BB,Offline TA/TO,TA/TO,E,E,2,No Deposit,0,Transient,62.47,0,0,12,2.0,0
0,1,October,BB,Online TA,TA/TO,A,D,0,No Deposit,0,Transient,58.0,0,0,1,1.0,1
0,16,October,BB,Corporate,Corporate,A,A,0,No Deposit,0,Transient-Party,48.0,0,0,1,1.0,0
0,1,October,BB,Direct,Direct,D,D,0,No Deposit,0,Transient,67.0,0,1,1,2.0,0
1,134,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,56.0,0,0,2,2.0,0
0,77,October,BB,Direct,Direct,A,A,0,No Deposit,0,Contract,56.0,1,2,2,3.0,0
0,77,October,BB,Direct,Direct,A,A,0,No Deposit,0,Contract,42.0,0,1,2,1.0,0
0,34,October,BB,Corporate,Corporate,A,A,2,No Deposit,0,Transient,67.5,0,1,2,3.0,0
0,4,October,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,89.0,0,2,2,2.0,0
1,78,October,BB,Corporate,Corporate,A,A,0,No Deposit,0,Contract,50.0,0,0,2,1.0,0
1,77,October,BB,Direct,Direct,A,A,0,No Deposit,0,Contract,50.0,0,1,2,2.0,0
0,77,October,BB,Direct,Direct,A,A,0,No Deposit,0,Contract,56.0,1,1,2,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
0,63,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,43.12,0,2,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
0,8,October,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,104.67,1,1,3,2.0,0
0,4,October,BB,Online TA,TA/TO,G,G,1,No Deposit,0,Transient,113.33,0,1,3,3.0,0
0,77,October,BB,Direct,Direct,A,C,0,No Deposit,0,Contract,50.0,1,2,2,3.0,1
0,67,October,BB,Direct,Direct,A,A,0,No Deposit,0,Contract,50.0,0,2,2,3.0,0
0,21,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,67.0,0,1,3,2.0,0
0,13,October,HB,Offline TA/TO,TA/TO,A,A,1,No Deposit,0,Transient,72.8,0,1,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
0,63,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,54.02,0,3,3,3.0,0
0,9,October,BB,Direct,Direct,A,A,0,No Deposit,0,Transient,63.33,0,1,3,2.0,0
0,3,October,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,83.33,0,2,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
0,63,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,43.12,0,2,3,2.0,0
0,14,October,HB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,78.8,1,0,3,2.0,0
0,8,October,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,55.73,0,0,3,1.0,0
0,25,October,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,44.5,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
1,78,October,FB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,92.0,0,0,3,2.0,0
0,22,October,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,83.0,1,2,4,2.0,0
0,0,October,BB,Direct,Direct,A,A,0,No Deposit,0,Transient,67.0,0,0,4,2.0,0
0,22,October,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,77.0,0,2,4,2.0,0
0,10,October,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,71.5,0,2,4,2.0,0
0,4,October,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,70.4,0,1,5,2.0,0
0,7,October,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Transient,73.68,1,0,5,2.0,0
0,350,October,HB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Transient,82.0,0,0,7,2.0,0
1,2,October,BB,Direct,Direct,A,A,0,No Deposit,0,Transient,56.0,0,0,1,2.0,0
0,11,October,BB,Corporate,Corporate,A,E,0,No Deposit,0,Contract,45.0,0,0,1,2.0,1
0,11,October,BB,Corporate,Corporate,A,E,0,No Deposit,0,Contract,45.0,0,0,1,2.0,1
0,5,October,BB,Online TA,TA/TO,A,E,0,No Deposit,0,Transient,60.3,0,1,1,2.0,1
1,35,October,BB,Corporate,Corporate,A,A,4,No Deposit,0,Transient,67.5,0,0,1,3.0,0
0,12,October,BB,Online TA,TA/TO,A,D,0,No Deposit,0,Transient,61.5,0,0,2,2.0,1
0,4,October,HB,Direct,Direct,D,D,0,No Deposit,0,Transient,107.5,1,1,2,2.0,0
0,5,October,HB,Online TA,TA/TO,D,D,1,No Deposit,0,Transient,101.5,0,2,2,2.0,0
0,12,October,BB,Online TA,TA/TO,A,E,0,No Deposit,0,Transient,76.35,1,2,2,3.0,1
1,21,October,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient-Party,49.2,0,1,2,2.0,0
0,11,October,HB,Online TA,TA/TO,A,H,1,No Deposit,0,Transient,82.35,0,0,2,2.0,1
0,4,October,BB,Online TA,TA/TO,G,G,0,No Deposit,0,Transient,111.5,0,0,2,4.0,0
0,5,October,BB,Online TA,TA/TO,A,H,0,No Deposit,0,Transient,67.5,1,2,2,2.0,1
0,19,October,BB,Online TA,TA/TO,G,G,0,No Deposit,0,Transient,117.0,0,3,2,4.0,0
0,5,October,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,77.5,1,1,2,2.0,0
0,4,October,BB,Direct,Direct,F,F,0,No Deposit,0,Transient,102.5,1,3,2,3.0,0
0,4,October,HB,Direct,Direct,D,D,0,No Deposit,0,Transient,101.5,0,1,2,2.0,0
0,5,October,HB,Online TA,TA/TO,D,D,1,No Deposit,0,Transient,101.5,0,2,2,2.0,0
0,12,October,BB,Online TA,TA/TO,A,E,0,No Deposit,0,Transient,61.35,1,1,2,2.0,1
0,16,October,BB,Online TA,TA/TO,A,D,0,No Deposit,0,Transient,61.35,1,2,2,2.0,1
1,21,October,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient-Party,49.2,0,1,2,2.0,0
0,0,October,BB,Direct,Direct,F,F,0,No Deposit,0,Transient,90.0,0,1,2,2.0,0
1,143,October,BB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,36.05,0,0,7,2.0,0
1,143,October,BB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,36.05,0,0,7,2.0,0
1,143,October,BB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,36.05,0,0,7,2.0,0
1,143,October,BB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,36.05,0,0,7,2.0,0
1,143,October,BB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,36.05,0,0,7,2.0,0
1,143,October,BB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,36.05,0,0,7,2.0,0
1,143,October,BB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,36.05,0,0,7,2.0,0
1,143,October,BB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,36.05,0,0,7,2.0,0
1,143,October,BB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,36.05,0,0,7,2.0,0
1,143,October,BB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,36.05,0,0,7,2.0,0
1,368,October,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,4.0,0,0,7,1.0,0
1,143,October,BB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,36.05,0,0,7,2.0,0
1,143,October,BB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,36.05,0,0,7,2.0,0
1,143,October,BB,Groups,TA/TO,A,A,0,Non Refund,0,Transient,36.05,0,0,7,2.0,0
1,143,October,HB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,98.0,0,0,4,2.0,0
0,78,October,BB,Direct,Direct,F,F,0,No Deposit,0,Transient,79.22,0,1,9,2.0,0
0,78,October,HB,Direct,Direct,D,D,1,No Deposit,0,Transient,106.0,0,1,21,2.0,0
0,2,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,50.4,0,1,1,2.0,0
0,2,October,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,66.0,0,1,1,2.0,0
0,2,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,50.4,0,1,1,2.0,0
0,39,October,BB,Offline TA/TO,TA/TO,A,A,2,No Deposit,0,Transient,46.5,0,0,1,2.0,0
1,46,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,50.4,0,0,1,2.0,0
0,0,October,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,66.0,0,1,1,2.0,0
0,9,October,BB,Direct,Direct,A,A,0,No Deposit,0,Transient,56.0,0,0,1,2.0,0
0,6,October,BB,Online TA,TA/TO,E,E,1,No Deposit,0,Transient,82.0,1,1,2,2.0,0
0,5,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,50.4,0,2,2,2.0,0
0,2,October,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,37.6,0,0,2,1.0,0
0,1,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,56.4,1,0,2,2.0,0
1,99,October,BB,Offline TA/TO,TA/TO,E,E,1,No Deposit,0,Transient,67.0,0,0,1,2.0,0
0,1,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,56.4,1,0,1,2.0,0
1,87,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,42.3,0,0,4,1.0,0
1,12,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,50.4,0,2,4,2.0,0
0,41,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,56.0,0,1,4,2.0,0
1,102,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,50.4,0,0,4,2.0,0
1,87,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,42.3,0,0,4,1.0,0
0,83,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,56.52,0,2,5,2.0,0
0,13,October,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Transient,58.24,0,0,5,2.0,0
0,5,October,BB,Online TA,TA/TO,F,F,0,No Deposit,0,Transient,69.85,0,1,7,1.0,0
0,5,October,HB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,92.71,0,0,7,2.0,0
0,5,October,SC,Corporate,Corporate,A,I,0,No Deposit,0,Transient-Party,0.0,0,0,9,1.0,1
0,0,October,BB,Online TA,TA/TO,D,A,0,No Deposit,0,Transient,0.0,0,2,0,2.0,1
0,0,October,SC,Corporate,Corporate,A,I,0,No Deposit,0,Transient,0.0,0,0,0,0.0,1
0,13,October,BB,Corporate,Corporate,A,A,0,No Deposit,0,Transient,48.0,0,0,1,2.0,0
0,13,October,BB,Corporate,Corporate,A,A,0,No Deposit,0,Transient,53.0,0,1,1,2.0,0
0,20,October,BB,Corporate,Corporate,A,A,0,No Deposit,0,Transient,48.0,0,0,1,2.0,0
0,0,October,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,37.0,0,0,2,1.0,0
0,2,October,BB,Online TA,TA/TO,A,A,1,No Deposit,0,Transient,56.0,0,1,2,2.0,0
0,4,October,BB,Corporate,Corporate,A,A,0,No Deposit,0,Transient,48.0,0,0,2,1.0,0
0,6,October,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,61.28,0,1,6,2.0,0
1,334,October,BB,Direct,Direct,E,E,0,No Deposit,0,Group,0.0,0,0,7,10.0,0
1,334,October,BB,Direct,Direct,D,D,0,No Deposit,0,Group,0.0,0,0,7,20.0,0
1,334,October,BB,Direct,Direct,A,A,0,No Deposit,0,Group,0.0,0,0,7,5.0,0
0,283,October,BB,Groups,Direct,E,F,0,No Deposit,0,Transient-Party,79.0,0,0,7,2.0,1
0,19,October,BB,Offline TA/TO,TA/TO,C,C,1,No Deposit,0,Transient,74.28,0,0,8,4.0,0
0,1,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,47.0,0,1,1,1.0,0
0,1,October,BB,Online TA,TA/TO,A,E,0,No Deposit,0,Transient,50.4,0,0,1,2.0,1
0,0,October,BB,Direct,Direct,A,A,0,No Deposit,0,Transient,56.0,0,0,1,1.0,0
0,17,October,BB,Online TA,TA/TO,A,A,2,No Deposit,0,Transient,8.0,0,1,1,2.0,0
0,0,October,BB,Direct,Direct,A,A,0,No Deposit,0,Transient,56.0,1,0,1,2.0,0
0,0,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,47.0,0,1,2,1.0,0
1,21,October,BB,Online TA,TA/TO,G,G,0,No Deposit,0,Transient,117.0,0,0,3,4.0,0
0,56,October,BB,Online TA,TA/TO,G,G,0,No Deposit,0,Transient,107.43,0,0,7,4.0,0
0,73,October,BB,Direct,Direct,E,F,0,No Deposit,0,Transient,73.38,0,2,8,2.0,1
0,32,October,HB,Direct,Direct,E,E,0,No Deposit,0,Transient,117.0,1,0,1,2.0,0
0,1,October,BB,Offline TA/TO,TA/TO,A,A,1,No Deposit,0,Transient-Party,37.6,1,1,1,1.0,0
0,2,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient-Party,42.3,1,1,1,1.0,0
0,0,October,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,56.0,0,0,1,2.0,0
0,1,October,BB,Offline TA/TO,TA/TO,A,A,1,No Deposit,0,Transient-Party,37.6,0,1,1,1.0,0
0,0,October,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,56.0,0,2,1,2.0,0
0,2,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient-Party,42.3,0,1,1,1.0,0
0,106,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,64.5,0,1,8,2.0,0
0,7,October,BB,Groups,Corporate,A,I,3,No Deposit,0,Transient-Party,0.0,0,0,0,2.0,1
0,7,October,BB,Groups,Corporate,A,E,1,No Deposit,0,Transient-Party,43.0,1,0,3,1.0,1
0,27,October,BB,Direct,Direct,G,G,0,No Deposit,0,Transient,111.5,0,1,4,3.0,0
0,150,October,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Contract,33.3,0,0,6,2.0,0
0,153,October,BB,Online TA,TA/TO,D,D,1,No Deposit,0,Transient-Party,0.0,0,3,0,2.0,0
0,153,October,BB,Online TA,TA/TO,D,D,1,No Deposit,0,Transient-Party,0.0,0,3,0,2.0,0
0,153,October,BB,Online TA,TA/TO,D,D,2,No Deposit,0,Transient-Party,0.0,0,3,0,2.0,0
0,0,October,BB,Direct,Direct,A,A,1,No Deposit,0,Transient,73.0,1,0,1,2.0,0
0,8,October,BB,Groups,Corporate,A,A,2,No Deposit,0,Transient-Party,44.5,0,0,1,2.0,0
0,1,October,HB,Complementary,Direct,E,D,0,No Deposit,0,Transient,0.0,0,3,1,1.0,1
0,8,October,BB,Groups,Corporate,A,A,1,No Deposit,0,Transient-Party,44.5,0,1,2,2.0,0
0,130,October,BB,Online TA,TA/TO,F,E,0,No Deposit,0,Transient,98.4,1,0,2,2.0,1
0,88,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,70.0,1,2,3,1.0,0
0,88,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,75.0,0,2,3,2.0,0
0,0,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,57.83,1,0,4,2.0,0
0,25,October,BB,Offline TA/TO,TA/TO,E,F,0,No Deposit,0,Transient,68.57,0,0,7,2.0,1
0,2,October,BB,Direct,Direct,A,A,1,No Deposit,0,Transient,67.0,0,0,1,2.0,0
1,9,October,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,81.5,0,1,2,2.0,0
0,136,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,54.77,0,0,7,2.0,0
0,95,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,45.56,0,2,8,2.0,0
1,50,October,BB,Direct,Direct,E,E,0,No Deposit,0,Transient,59.4,0,1,1,2.0,0
0,9,October,HB,Direct,Direct,F,F,1,No Deposit,0,Transient,108.0,0,1,4,2.0,0
1,37,October,BB,Online TA,TA/TO,D,D,1,No Deposit,0,Transient,56.0,0,3,5,2.0,0
1,37,October,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,56.0,0,3,5,2.0,0
1,73,October,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,65.0,0,3,5,2.0,0
0,17,October,BB,Offline TA/TO,TA/TO,A,D,0,No Deposit,0,Transient,42.5,0,0,7,2.0,1
0,74,October,BB,Online TA,TA/TO,C,C,0,No Deposit,0,Transient,50.05,0,0,7,4.0,0
1,92,October,HB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Contract,86.5,0,0,7,2.0,0
0,47,October,BB,Online TA,TA/TO,E,E,1,No Deposit,0,Transient,67.92,0,1,7,3.0,0
0,41,October,BB,Offline TA/TO,TA/TO,A,E,0,No Deposit,0,Contract,43.93,0,0,7,2.0,1
1,72,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,45.0,0,2,7,2.0,0
1,82,October,BB,Online TA,TA/TO,D,D,1,No Deposit,0,Transient,55.14,0,2,7,2.0,0
0,86,October,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,38.25,0,0,7,2.0,0
0,68,October,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,55.0,0,2,10,2.0,0
0,80,October,BB,Online TA,TA/TO,A,G,0,No Deposit,0,Transient,81.34,0,0,9,2.0,1
1,119,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,40.5,0,1,1,2.0,0
1,119,October,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,40.5,0,1,1,2.0,0
0,5,October,BB,Corporate,Corporate,A,D,0,No Deposit,0,Transient,37.0,0,0,1,1.0,1
0,0,October,BB,Online TA,TA/TO,A,D,0,No Deposit,0,Transient,56.0,1,1,2,2.0,1
0,7,October,BB,Offline TA/TO,TA/TO,A,D,0,No Deposit,0,Transient-Party,37.0,0,0,2,2.0,1
0,7,October,BB,Offline TA/TO,TA/TO,A,D,0,No Deposit,0,Transient-Party,37.0,0,0,2,2.0,1
0,0,October,BB,Direct,Direct,A,F,0,No Deposit,0,Transient,68.4,0,0,1,2.0,1
0,7,October,BB,Offline TA/TO,TA/TO,A,D,0,No Deposit,0,Transient,39.0,0,0,2,1.0,1
0,10,October,HB,Online TA,TA/TO,A,D,1,No Deposit,0,Transient,86.0,0,1,3,2.0,1
0,34,October,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,62.0,1,1,3,2.0,0
0,10,October,HB,Online TA,TA/TO,A,D,0,No Deposit,0,Transient,92.0,1,1,3,2.0,1
0,73,October,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,40.23,0,1,4,2.0,0
0,47,October,HB,Groups,Direct,A,A,0,No Deposit,47,Transient-Party,76.8,0,0,5,2.0,0
0,47,October,HB,Groups,Direct,A,A,0,No Deposit,47,Transient-Party,76.8,0,0,5,2.0,0
0,47,October,HB,Groups,Direct,A,A,0,No Deposit,47,Transient-Party,76.8,0,0,5,2.0,0
0,5,October,HB,Groups,Direct,A,A,0,No Deposit,0,Transient-Party,58.4,0,0,5,1.0,0
